school_urn,school_name,la_name,disadv_good_pass_pct,non_disadv_good_pass_pct,gap_pp,n_disadvantaged,pct_white_british,pct_fsm_perf_tables,headcount
147473,Compass Community School Essex,Essex,,,,z,,,
147615,Compass Community School Hampshire,Hampshire,,,,z,,,
147220,Compass Community School Hereford,"Herefordshire, County of",,,,z,,,
148397,Compass Community School Lancashire,Lancashire,,,,z,,,
148827,Compass Community School Lincolnshire,Lincolnshire,,,,z,,,
149200,Compass Community School Mountfields Park,Leicestershire,,,,z,,,
138441,Compass Community School North,Calderdale,,,,z,,,
149870,Compass Community School Seacole Park,East Riding of Yorkshire,,,,z,,,
147780,Compass Community School Staffordshire,Staffordshire,,,,z,,,
148064,Compass Community School Victoria Park,Sandwell,,,,z,,,
149871,Compass Community School Wheatley Park,Wiltshire,,,,z,,,
148059,Compass Community School Willow Park,Calderdale,,,,z,,,
123623,Concord College,Shropshire,,,,z,,,
136655,Congleton High School,Cheshire East,16.7,44.4,27.7,24,15.1,91.7,1111.0
150691,Conisborough College,Lewisham,23.3,41.3,18.0,73,44.3,15.7,119.0
139293,Connaught School for Girls,Waltham Forest,35.6,50.7,15.1,45,43.4,2.3,14.0
149777,Connaught Special School,Newham,,,,c,,,
148069,Connie Rothman School,"Bournemouth, Christchurch and Poole",,,,z,,,
137638,Consett Academy,County Durham,31.0,50.3,19.3,87,35.2,94.6,1411.0
139318,Conyers School,Stockton-on-Tees,32.7,60.9,28.2,49,21.2,79.9,1071.0
137859,Coombe Boys' School,Kingston upon Thames,44.0,71.4,27.4,25,16.3,38.5,397.0
136558,Coombe Dean School,Plymouth,40.0,50.4,10.4,30,20.6,74.4,746.0
137848,Coombe Girls' School,Kingston upon Thames,31.6,74.2,42.6,57,21.1,33.6,517.0
149019,Coombe House School,Wiltshire,,,,z,,,
145875,Coombe Wood School,Croydon,44.9,59.4,14.5,49,27.3,22.4,255.0
137176,Coombeshead Academy,Devon,32.5,54.8,22.3,40,26.5,88.1,769.0
150053,Coombswood Special School,Dudley,,,,z,,,
136827,Copleston High School,Suffolk,36.2,50.8,14.6,58,18.1,67.7,1312.0
139294,Copley Academy,Tameside,4.5,19.7,15.2,44,42.7,79.6,457.0
141449,Coppice Academy,Staffordshire,0.0,0.0,0.0,7,,,
145114,Coppice Performing Arts School,Wolverhampton,12.3,46.4,34.1,65,40.0,78.4,786.0
147582,Coppice School,Doncaster,,,,8,,,
138685,Copthall School,Barnet,27.9,48.4,20.5,68,44.4,3.6,31.0
102362,Corbets Tey School,Havering,,,,6,,,
135306,Corby Business Academy,North Northamptonshire,4.9,34.0,29.1,41,25.0,65.9,782.0
138254,Corby Technical School,North Northamptonshire,25.0,47.1,22.1,44,23.0,53.8,531.0
148759,Core Training and Development limited,Leeds,,,,z,,,
136574,Corfe Hills School,"Bournemouth, Christchurch and Poole",31.7,49.2,17.5,41,17.6,88.0,819.0
149424,Corley Academy,Coventry,0.0,0.0,0.0,11,,,
148582,Cornerstone School,Bexley,0.0,0.0,0.0,6,,,
126170,"Cornfield School, Littlehampton",West Sussex,,,,8,,,
135371,Cornwallis Academy,Kent,22.0,42.5,20.5,59,33.9,77.4,1028.0
148294,"Corpus Christi Catholic College, A Voluntary Academy",Leeds,14.1,39.4,25.3,64,39.7,46.0,388.0
119780,Corpus Christi Catholic High School,Lancashire,37.3,57.1,19.8,51,28.6,42.9,346.0
137440,Cotham School,"Bristol, City of",31.3,66.9,35.6,83,37.8,28.8,476.0
115802,Cotswold Chine School,Gloucestershire,,,,z,,,
142011,Cotswold Spa Hospital School,Worcestershire,,,,z,,,
137434,Cottenham Village College,Cambridgeshire,34.8,59.9,25.1,23,17.2,74.7,655.0
136921,Cottingham High School and Sixth Form College,East Riding of Yorkshire,27.9,48.1,20.2,43,22.1,84.6,735.0
138023,Coundon Court,Coventry,18.6,46.1,27.5,86,24.5,52.0,976.0
147902,Countesthorpe Academy,Leicestershire,20.6,45.0,24.4,34,21.7,81.3,968.0
140416,Court Fields School,Somerset,25.0,47.5,22.5,28,22.3,86.0,710.0
116412,Court Moor School,Hampshire,5.0,65.2,60.2,20,8.9,84.3,955.0
116446,Cove School,Hampshire,27.3,38.0,10.7,44,27.3,64.1,647.0
106158,Covenant Christian School,Stockport,,,,z,,,
140845,"Cowes Enterprise College, An Ormiston Academy",Isle of Wight,15.8,44.2,28.4,38,22.1,86.2,1027.0
149436,Cowley Academy,Lincolnshire,10.9,20.3,9.4,46,35.6,89.2,559.0
104829,Cowley International College,St. Helens,16.7,40.6,23.9,102,40.9,88.9,1331.0
137695,Cox Green School,Windsor and Maidenhead,26.1,49.7,23.6,23,19.4,58.8,696.0
116586,Coxlease School,Hampshire,,,,z,,,
122383,Cramlington Hillcrest School,Northumberland,,,,23,,,
137457,Cramlington Learning Village,Northumberland,21.9,53.8,31.9,73,23.5,92.6,1872.0
116432,Cranbourne,Hampshire,24.4,51.3,26.9,41,27.1,67.8,669.0
141514,Cranbrook Education Campus,Devon,30.0,49.1,19.1,20,24.1,70.3,744.0
137739,Cranbrook School,Kent,33.3,88.4,55.1,6,4.6,76.4,701.0
136522,Cranford Community College,Hounslow,35.3,59.9,24.6,51,29.9,3.9,60.0
123303,Cranford School,Oxfordshire,,,,z,,,
125323,Cranleigh School,Surrey,,,,z,,,
125416,Cranmore,Surrey,,,,z,,,
111483,Cransley School,Cheshire West and Chester,,,,z,,,
138304,Crawshaw Academy,Leeds,30.6,49.7,19.1,49,23.4,83.2,923.0
110500,Cressex Community School,Buckinghamshire,38.1,58.1,20.0,42,29.1,16.5,126.0
110178,Cressex Lodge School,Bracknell Forest,,,,z,,,
116445,Crestwood Community School,Hampshire,12.4,37.6,25.2,121,35.5,79.3,1181.0
142890,Crewe Engineering and Design UTC,Cheshire East,17.2,19.4,2.2,29,31.2,66.2,202.0
102699,Cricket Green School,Merton,0.0,0.0,0.0,16,,,
136913,Crispin School Academy,Somerset,17.0,44.8,27.8,47,19.0,89.4,914.0
147126,Critchill Special School,Somerset,,,,2,,,
114340,Croft Community School,County Durham,,,,12,,,
137001,Crofton Academy,Wakefield,25.8,57.6,31.8,66,31.8,90.3,956.0
149621,Crofton School,Hampshire,13.3,47.2,33.9,30,15.8,86.6,955.0
137431,Cromer Academy,Norfolk,30.6,70.1,39.5,36,26.2,93.1,605.0
138177,Cromwell Community College,Cambridgeshire,18.6,47.0,28.4,70,27.4,82.7,1260.0
150010,Cromwell High School,Tameside,,,,15,,,
119849,Crookhey Hall School,Lancashire,,,,z,,,
116428,Crookhorn College,Hampshire,21.1,42.4,21.3,38,26.9,93.5,853.0
104980,Crosby High School,Sefton,0.0,0.0,0.0,21,,,
110155,Crosfields School,Wokingham,,,,z,,,
145574,Cross Keys Learning,Kent,,,,z,,,
146899,Crosshill Special School,Blackburn with Darwen,,,,16,,,
126549,Crowdys Hill School,Swindon,,,,7,,,
120277,Crown Hills Community College,Leicester,33.8,51.9,18.1,74,25.7,0.8,12.0
144402,Croxley Danes School,Hertfordshire,30.0,54.1,24.1,30,14.9,48.1,520.0
101845,Croydon High School,Croydon,,,,z,,,
137567,Croydon Metropolitan College,Croydon,,,,z,,,
142146,Cuckmere House School,East Sussex,,,,6,,,
111430,Culcheth High School,Warrington,29.0,59.4,30.4,31,18.1,88.7,1036.0
124886,Culford School,Suffolk,,,,z,,,
151057,Cullompton Community College,Devon,10.0,54.1,44.1,30,18.2,84.7,639.0
146014,Culverhill School,South Gloucestershire,,,,6,,,
145113,Cumberland Community School,Newham,53.7,68.8,15.1,175,54.9,6.0,81.0
135541,Cumberland School,Lancashire,,,,z,,,
121752,Cundall Manor School,North Yorkshire,,,,z,,,
143166,Curnow School,Cornwall,,,,7,,,
100529,DLD College,Lambeth,,,,z,,,
138073,DSLV E-ACT Academy,West Northamptonshire,11.1,29.9,18.8,36,32.0,70.7,721.0
144066,Da Vinci Academy,Derby,9.0,35.4,26.4,78,54.3,73.9,520.0
136028,Dagenham Park CofE School,Barking and Dagenham,21.6,40.4,18.8,74,40.2,21.8,318.0
137205,Dallam School,Westmorland and Furness,22.7,36.3,13.6,22,14.1,87.7,770.0
136554,Dame Alice Owen's School,Hertfordshire,52.6,91.2,38.6,19,3.7,38.5,565.0
108547,Dame Allan's Schools,Newcastle upon Tyne,,,,z,,,
143438,Dame Elizabeth Cadbury School,Birmingham,28.4,56.3,27.9,67,39.3,51.4,394.0
136585,Dane Court Grammar School,Kent,82.9,95.5,12.6,41,20.5,73.9,907.0
150127,Danebury School,Hampshire,21.1,24.4,3.3,19,24.0,84.0,274.0
136355,Darrick Wood School,Bromley,25.0,62.3,37.3,40,13.7,68.3,1153.0
136359,Dartford Grammar School,Kent,91.7,99.4,7.7,12,7.8,10.8,167.0
144100,Dartford Grammar School for Girls,Kent,91.9,95.7,3.8,37,22.3,7.8,97.0
118785,Dartford Science & Technology College,Kent,31.4,61.8,30.4,35,21.9,60.2,515.0
136200,Dartmouth Academy,Devon,27.3,51.4,24.1,11,27.4,83.8,379.0
146320,Darton Academy,Barnsley,46.9,70.7,23.8,49,21.0,87.9,979.0
131745,Darul Hadis Latifiah,Tower Hamlets,,,,z,,,
138568,Darul Hadis Latifiah Northwest,Oldham,,,,z,,,
105372,Darul Uloom Al Arabiya Al Islamiya,Bury,,,,z,,,
134140,Darul Uloom Dawatul Imaan,Bradford,,,,z,,,
103586,Darul Uloom Islamic High School,Birmingham,,,,z,,,
120345,Darul Uloom Leicester,Leicester,,,,z,,,
101695,Darul Uloom London School,Bromley,,,,z,,,
135580,Darwen Aldridge Community Academy,Blackburn with Darwen,11.9,28.8,16.9,59,32.8,71.7,764.0
139924,Darwen Aldridge Enterprise Studio,Blackburn with Darwen,20.5,36.7,16.2,39,42.9,92.4,244.0
141321,Darwen Vale High School,Blackburn with Darwen,29.4,45.3,15.9,68,31.4,89.2,955.0
131171,Darwin School,Shropshire,,,,z,,,
138067,Daubeney Academy,Bedford,30.8,28.9,-1.9,26,25.3,30.3,170.0
126532,Dauntsey's School,Wiltshire,,,,z,,,
136625,Davenant Foundation School,Essex,47.8,70.6,22.8,23,9.1,54.7,678.0
142783,Daventry Hill School,West Northamptonshire,,,,11,,,
100544,David Game College,City of London,,,,z,,,
111499,David Lewis School,Cheshire East,,,,z,,,
142405,David Nieper Academy,Derbyshire,21.0,38.3,17.3,62,45.6,89.0,721.0
126093,"Davison Church of England High School for Girls, Worthing",West Sussex,27.5,61.9,34.4,40,13.6,78.2,1038.0
147643,Dawlish College,Devon,7.4,30.6,23.2,27,28.4,92.1,715.0
122956,Dawn House School,Nottinghamshire,,,,z,,,
136491,De Aston School,Lincolnshire,21.8,48.6,26.8,55,34.8,85.8,856.0
150833,De La Salle School,St. Helens,,,,z,23.8,91.6,1085.0
104834,De La Salle School,St. Helens,11.8,41.2,29.4,51,,,
115237,De La Salle School,Essex,28.1,46.3,18.2,57,26.1,59.9,458.0
138006,De Lacy Academy,Wakefield,20.4,62.4,42.0,54,39.4,86.4,751.0
138298,De Lisle College Loughborough Leicestershire,Leicestershire,25.0,66.8,41.8,36,15.4,56.6,758.0
141035,De Salis Studio College,Hillingdon,33.3,43.8,10.5,18,12.5,1.1,2.0
135942,De Warenne Academy,Doncaster,39.1,62.2,23.1,46,41.4,94.2,713.0
115797,Dean Close School,Gloucestershire,,,,z,,,
141884,Dean Trust Ardwick,Manchester,25.9,49.2,23.3,143,55.9,3.1,42.0
146797,Dean Trust Rose Bridge,Wigan,20.9,38.1,17.2,67,58.2,74.1,518.0
144519,Dean Trust Wigan,Wigan,21.2,24.3,3.1,85,56.0,81.3,626.0
136555,Debden Park High School,Essex,23.5,56.6,33.1,34,18.5,70.2,737.0
136416,Debenham High School,Suffolk,35.7,71.8,36.1,14,13.0,89.7,627.0
111494,Dee Banks School,Cheshire West and Chester,,,,3,,,
143698,Deer Park School,Hampshire,,,,0,19.5,86.2,601.0
142474,Delta Independent School,County Durham,,,,z,,,
136319,Denbigh High School,Luton,46.7,59.7,13.0,60,30.7,0.3,3.0
136468,Denbigh School,Milton Keynes,50.0,71.8,21.8,46,14.2,34.1,608.0
131136,Denby Grange School,Wakefield,,,,z,,,
147122,Dene Academy,County Durham,23.6,46.3,22.7,55,59.8,87.4,560.0
137387,Dene Magna School,Gloucestershire,31.3,66.7,35.4,32,21.0,90.4,909.0
137777,Denefield School,West Berkshire,16.7,54.7,38.0,24,17.3,75.1,858.0
136666,Denmark Road High School,Gloucestershire,85.7,94.6,8.9,7,5.4,43.1,437.0
124473,Denstone College,Staffordshire,,,,z,,,
151485,Denton Community Academy,Tameside,,,,z,34.9,73.2,938.0
135122,Denton Community College,Tameside,43.8,57.8,14.0,105,,,
100740,Deptford Green School,Lewisham,23.1,55.1,32.0,65,43.6,19.8,174.0
143734,Derby Cathedral School,Derby,22.9,46.3,23.4,83,52.2,39.9,457.0
113028,Derby Grammar School,Derby,,,,z,,,
113017,Derby High School,Derby,,,,z,,,
145327,Derby Moor Spencer Academy,Derby,33.3,54.5,21.2,93,36.7,18.1,309.0
144316,Dereham Neatherd High School,Norfolk,16.7,55.7,39.0,42,20.0,86.1,981.0
122949,Derrymount School,Nottinghamshire,,,,7,,,
138879,Desborough College,Windsor and Maidenhead,10.5,62.1,51.6,19,16.9,41.7,241.0
138630,Devizes School,Wiltshire,30.8,49.0,18.2,39,21.3,87.8,867.0
136496,Devonport High School for Boys,Plymouth,92.9,94.5,1.6,14,7.7,69.2,877.0
136588,Devonport High School for Girls,Plymouth,100.0,97.4,-2.6,9,9.5,69.8,639.0
137533,Deyes High School,Sefton,20.0,38.5,18.5,35,15.3,93.0,1260.0
149863,Dibden Park School,Hampshire,,,,z,,,
138490,Didcot Girls' School,Oxfordshire,50.0,75.2,25.2,32,12.8,71.7,1178.0
143729,Didsbury High School,Manchester,44.7,72.6,27.9,94,40.0,36.2,427.0
142079,Digitech Studio School,South Gloucestershire,13.0,19.6,6.6,23,27.9,79.1,469.0
150938,Dinnington High School,Rotherham,27.9,45.2,17.3,68,31.6,88.1,889.0
136681,Discovery Academy,Stoke-on-Trent,17.1,36.1,19.0,123,48.6,81.6,1172.0
140654,Discovery Academy,Warwickshire,,,,13,,,
137092,Diss High School,Norfolk,25.9,49.2,23.3,27,24.0,78.2,718.0
116575,Ditcham Park School,Hampshire,,,,z,,,
141009,Ditton Park Academy,Slough,38.5,55.4,16.9,39,24.9,7.9,89.0
120339,Dixie Grammar School,Leicestershire,,,,z,,,
135866,Dixons Allerton Academy,Bradford,28.3,44.0,15.7,99,34.3,2.4,45.0
148792,Dixons Broadgreen Academy,Liverpool,14.6,31.3,16.7,103,49.3,44.3,545.0
148965,Dixons Brooklands Academy,Manchester,17.2,21.9,4.7,128,53.2,68.2,681.0
130909,Dixons City Academy,Bradford,33.3,57.6,24.3,54,28.5,8.1,73.0
146198,Dixons Cottingley Academy,Bradford,41.2,49.2,8.0,51,35.0,3.2,28.0
149530,Dixons Croxteth Academy,Liverpool,16.1,15.0,-1.1,31,53.3,64.9,263.0
148655,Dixons Fazakerley Academy,Liverpool,9.0,29.5,20.5,67,46.4,72.9,584.0
137277,Dixons Kings Academy,Bradford,41.3,59.5,18.2,46,28.7,1.1,9.0
141002,Dixons McMillan Academy,Bradford,45.1,54.5,9.4,51,33.9,1.6,11.0
149697,Dixons Newall Green Academy,Manchester,,,,0,45.6,72.6,183.0
138251,Dixons Trinity Academy,Bradford,31.8,58.2,26.4,44,32.9,1.6,11.0
144743,Dixons Trinity Chapeltown,Leeds,30.9,46.3,15.4,55,45.3,2.8,27.0
146363,Dixons Unity Academy,Leeds,10.2,37.2,27.0,88,52.6,30.7,286.0
134253,Djanogly City Academy,Nottingham,22.6,36.8,14.2,106,46.7,11.8,147.0
137472,Don Valley Academy,Doncaster,31.9,67.4,35.5,69,39.2,78.8,868.0
106818,Doncaster School for the Deaf,Doncaster,,,,z,,,
147838,Doncaster UTC,Doncaster,15.6,40.5,24.9,32,23.2,77.1,568.0
111511,Dorin Park School & Specialist SEN College,Cheshire West and Chester,,,,7,,,
145348,Dormers Wells High School,Ealing,51.6,55.5,3.9,64,31.8,1.4,21.0
138156,Dorothy Goodman School Hinckley,Leicestershire,0.0,5.9,5.9,13,,,
114580,Dorothy Stringer School,Brighton and Hove,28.3,68.9,40.6,60,23.9,66.8,1086.0
140977,Dorset Studio School,Dorset,17.6,13.5,-4.1,17,30.8,84.9,276.0
143173,Doubletrees School,Cornwall,,,,c,,,
115426,Doucecroft School,Essex,,,,z,,,
137605,Dove House Academy,Hampshire,0.0,0.0,0.0,14,,,
149071,Dovecote School,Somerset,,,,z,,,
150278,Dover Christ Church Academy,Kent,1.5,14.7,13.2,65,48.1,88.8,641.0
118940,Dover College,Kent,,,,z,,,
118931,Dover Grammar School for Boys,Kent,96.0,92.1,-3.9,25,20.9,84.1,756.0
118806,Dover Grammar School for Girls,Kent,50.0,78.6,28.6,16,18.3,77.8,678.0
146360,Dovetree School,Leicestershire,,,,z,,,
112383,Dowdales School,Westmorland and Furness,12.0,28.8,16.8,25,20.1,92.5,765.0
110123,Downe House,West Berkshire,,,,z,,,
139345,Downend School,South Gloucestershire,23.1,57.5,34.4,26,11.0,80.9,1156.0
145196,Downham Market Academy,Norfolk,16.7,41.2,24.5,48,25.8,89.3,1190.0
126550,Downland School,Wiltshire,0.0,0.0,0.0,9,,,
126087,Downlands Community School,West Sussex,47.1,67.8,20.7,17,7.9,82.9,1036.0
114680,Downs View Special School,Brighton and Hove,,,,13,,,
125351,Downsend School,Surrey,,,,z,,,
123910,Downside School,Somerset,,,,z,,,
136419,Dr Challoner's Grammar School,Buckinghamshire,75.0,97.1,22.1,8,2.6,51.7,707.0
137219,Dr Challoner's High School,Buckinghamshire,,,,4,2.5,30.6,415.0
136090,Drapers' Academy,Havering,19.2,46.0,26.8,78,43.5,47.4,572.0
133989,Draycott Moor College,Staffordshire,,,,z,,,
137221,Drayton Manor High School,Ealing,44.4,70.1,25.7,72,37.4,13.8,195.0
143854,Driffield School and Sixth Form,East Riding of Yorkshire,16.9,41.8,24.9,59,25.5,94.3,1324.0
131127,Drive Preparatory School,Brighton and Hove,,,,z,,,
136927,Droitwich Spa High School and Sixth Form Centre,Worcestershire,15.6,45.9,30.3,64,24.3,88.5,1151.0
112969,Dronfield Henry Fanshawe School,Derbyshire,25.0,58.1,33.1,48,18.7,88.7,1644.0
135864,Droylsden Academy,Tameside,38.7,57.3,18.6,75,38.1,66.9,626.0
136423,Drumbeat School and ASD Service,Lewisham,,,,3,,,
131200,Dryden School,Gateshead,,,,5,,,
147736,Dudley Port School,Sandwell,,,,z,,,
125336,Duke of Kent School,Surrey,,,,z,,,
148859,Duke of Lancaster School,Norfolk,,,,4,,,
136177,Duke of York's Royal Military School,Kent,44.4,63.4,19.0,9,0.0,25.4,115.0
144900,Duke's Aldridge,Haringey,29.0,27.9,-1.1,100,38.9,3.6,35.0
100861,Dulwich College,Southwark,,,,z,,,
125356,Dunottar School,Surrey,,,,z,,,
137093,Dunraven School,Lambeth,38.1,56.7,18.6,84,39.1,20.3,363.0
102066,Durants School,Enfield,0.0,0.0,0.0,18,,,
149251,Durham Academy,County Durham,25.7,13.3,-12.4,35,61.1,87.1,345.0
114331,Durham Cathedral Schools Foundation,County Durham,,,,z,,,
114330,Durham High School,County Durham,,,,z,,,
114312,Durham Johnston Comprehensive School,County Durham,40.4,67.5,27.1,52,15.6,74.2,1253.0
114349,Durham Trinity School & Sports College,County Durham,,,,19,,,
116522,Durlston Court School,Hampshire,,,,z,,,
140713,Durrington High School,West Sussex,32.3,60.4,28.1,62,19.5,81.4,1308.0
101391,Dwight School London,Barnet,,,,z,,,
139405,Dyke House Sports and Technology College,Hartlepool,41.8,73.9,32.1,122,53.4,85.6,1108.0
142698,Dysart School,Kingston upon Thames,,,,4,,,
137186,Dyson Perrins CofE Academy,Worcestershire,24.4,43.5,19.1,41,35.4,84.9,522.0
135973,E-ACT Crest Academy,Brent,29.1,44.1,15.0,110,48.9,1.7,21.0
135907,E-ACT Heartlands Academy,Birmingham,45.1,52.3,7.2,102,71.5,1.9,16.0
136032,E-ACT North Birmingham Academy,Birmingham,30.1,53.8,23.7,93,56.8,30.7,341.0
146316,E-ACT Royton and Crompton Academy,Oldham,21.7,36.0,14.3,92,45.1,71.5,713.0
135911,E-ACT Shenley Academy,Birmingham,7.8,34.7,26.9,90,57.7,62.5,494.0
136115,E-ACT the Oldham Academy North,Oldham,38.6,47.6,9.0,127,47.1,9.0,115.0
146518,E-Act Bourne End Academy,Buckinghamshire,12.5,27.4,14.9,40,30.2,61.6,461.0
151302,E-Act Merchants' Academy,"Bristol, City of",12.5,27.3,14.8,80,63.9,77.0,824.0
151303,E-Act Montpelier High School,"Bristol, City of",31.6,73.1,41.5,38,30.7,31.0,264.0
137052,E-Act Ousedale School,Milton Keynes,28.3,53.1,24.8,46,14.9,76.5,1734.0
135934,E-Act Parkwood Academy,Sheffield,19.0,35.1,16.1,79,52.0,36.6,313.0
142780,E-Act Venturers' Academy,"Bristol, City of",0.0,0.0,0.0,8,,,
130728,EKC Group,Kent,,,,5,,,
150934,EKC Sheppey Secondary,Kent,,,,0,53.1,80.7,327.0
145463,ES Independent School,Liverpool,,,,z,,,
148175,ES Independent School Kirklees,Kirklees,,,,z,,,
142654,Ealing Fields High School,Ealing,61.8,85.8,24.0,34,19.9,38.4,292.0
133444,Ealing Independent College,Ealing,,,,z,,,
116941,Earl Mortimer College,"Herefordshire, County of",35.0,29.7,-5.3,20,28.7,81.6,426.0
138405,Earlscliffe (Sussex Summer Schools Ltd),Kent,,,,z,,,
138075,Easington Academy,County Durham,42.9,61.6,18.7,35,36.8,94.9,748.0
136658,East Barnet School,Barnet,45.0,60.0,15.0,40,21.6,42.5,606.0
137218,East Bergholt High School,Suffolk,11.1,54.5,43.4,27,15.5,84.7,757.0
131859,East Durham College,County Durham,,,,1,,,
150044,East Hall School,Hertfordshire,,,,z,,,
138964,East Leake Academy,Nottinghamshire,19.2,64.6,45.4,26,18.1,83.5,908.0
136052,East London Independent School,Newham,,,,z,,,
137134,East Point Academy,Suffolk,27.4,53.4,26.0,62,42.6,90.0,743.0
114650,Eastbourne College,East Sussex,,,,z,,,
101243,Eastbrook School,Barking and Dagenham,28.3,32.2,3.9,60,37.2,23.0,275.0
101244,Eastbury Community School,Barking and Dagenham,30.8,42.1,11.3,91,29.0,7.1,151.0
148224,Eastlea Community School,Newham,30.8,22.0,-8.8,78,52.8,13.4,92.0
113026,Eastwood Grange School,Derbyshire,,,,z,,,
138662,Eaton Bank Academy,Cheshire East,14.3,46.4,32.1,35,19.4,83.7,901.0
139099,Eaton Hall Specialist Academy,Norfolk,,,,c,,,
137581,Ebbsfleet Academy,Kent,19.6,38.8,19.2,51,35.2,41.8,345.0
145191,Ecclesfield School,Sheffield,12.3,40.7,28.4,106,28.1,83.4,1433.0
149825,Eckington School,Derbyshire,20.0,38.5,18.5,50,31.7,92.0,1053.0
149591,EdStart Schools Wigan,Wigan,,,,z,,,
145878,"Eden Boys' Leadership Academy, Birmingham East",Birmingham,72.9,76.6,3.7,59,52.3,0.3,2.0
147204,"Eden Boys' Leadership Academy, Bradford",Bradford,55.2,57.9,2.7,29,29.0,0.0,0.0
144744,"Eden Boys' Leadership Academy, Manchester",Manchester,63.2,71.4,8.2,68,46.3,0.5,3.0
141969,"Eden Boys' School, Birmingham",Birmingham,77.8,74.6,-3.2,63,46.3,0.2,1.0
140959,"Eden Boys' School, Bolton",Bolton,62.1,57.4,-4.7,29,30.7,0.3,2.0
141971,"Eden Boys' School, Preston",Lancashire,41.4,75.8,34.4,29,25.8,0.5,3.0
147201,"Eden Girls' Leadership Academy, Birmingham",Birmingham,73.5,73.2,-0.3,49,44.3,0.2,1.0
144745,"Eden Girls' Leadership Academy, Manchester",Manchester,59.2,70.7,11.5,71,42.9,0.6,4.0
140958,"Eden Girls' School, Coventry",Coventry,68.3,84.0,15.7,41,36.7,0.2,1.0
141970,"Eden Girls' School, Slough",Slough,66.7,68.8,2.1,27,24.8,0.2,1.0
140957,"Eden Girls' School, Waltham Forest",Waltham Forest,67.3,78.1,10.8,49,34.4,0.0,0.0
141016,Eden School,Blackburn with Darwen,,,,10,,,
143531,Eden School,Cheshire East,,,,z,,,
145499,Eden Springs Girls Secondary,Bradford,,,,z,,,
147301,Edenfield Girls' High School,Lancashire,,,,z,,,
148596,Edgar Wood Academy,Rochdale,,,,0,41.3,68.9,439.0
145244,Edgbarrow School,Bracknell Forest,33.3,66.0,32.7,15,5.6,76.6,1135.0
103567,Edgbaston High School for Girls,Birmingham,,,,z,,,
150258,Edgewood School,West Northamptonshire,,,,z,,,
136245,Edison Pace School,Stoke-on-Trent,,,,z,,,
144796,Edith Kay Independent School,Brent,,,,z,,,
143197,Edmonton County School,Enfield,20.2,36.0,15.8,94,42.7,6.4,118.0
137275,Edstart,Salford,,,,z,,,
150427,Edstart Schools Wirral,Wirral,,,,z,,,
150440,Educ8 Leicestershire,Leicester,,,,z,,,
148931,Educ8 Liverpool,Sefton,,,,z,,,
147546,Educate U,West Sussex,,,,z,,,
143933,Education-My Life Matters,Lewisham,,,,z,,,
139772,Edward Jenner School,Gloucestershire,,,,z,,,
109694,Edward Peake CofE VC School,Central Bedfordshire,,,,0,26.3,76.6,314.0
131885,Egerton High School,Trafford,,,,15,,,
117623,Egerton-Rothesay School,Hertfordshire,,,,z,,,
138720,Eggar's School,Hampshire,27.8,57.8,30.0,36,18.4,79.4,620.0
140104,Eggbuckland Community College,Plymouth,19.4,42.9,23.5,36,21.4,89.4,922.0
143063,Egglescliffe School,Stockton-on-Tees,35.3,64.3,29.0,34,12.7,71.7,1084.0
149354,Egham Park School Ltd,Surrey,,,,z,,,
143275,Eko Pathways,Newham,,,,4,,,
149188,Elements Academy,Rotherham,0.0,0.0,0.0,25,,,
114337,Elemore Hall School,County Durham,,,,36,,,
100457,Elizabeth Garrett Anderson School,Islington,52.6,57.1,4.5,95,58.3,16.8,148.0
145170,Elizabeth House School,Rochdale,,,,z,,,
143421,Elizabeth Woodville School,West Northamptonshire,10.0,45.6,35.6,20,15.4,89.2,978.0
113633,Ellen Tinkham School,Devon,,,,7,,,
130371,Ellesmere College,Leicester,,,,22,,,
123600,Ellesmere College,Shropshire,,,,z,,,
144200,Ellesmere Park High School,Salford,18.2,50.0,31.8,33,29.2,69.3,553.0
149631,"Ellesmere Port Catholic High School, a Voluntary Academy",Cheshire West and Chester,14.8,23.9,9.1,61,35.8,85.8,831.0
146742,Ellesmere Port Church of England College,Cheshire West and Chester,15.6,32.0,16.4,32,45.9,78.4,544.0
146539,Ellis Guilford School,Nottingham,17.9,36.7,18.8,117,45.1,41.1,512.0
141570,Ellowes Hall Sports College,Dudley,15.4,49.0,33.6,52,27.6,82.1,874.0
100659,Elm Court School,Lambeth,,,,19,,,
146824,Elmbank Learning Centre,Stockton-on-Tees,,,,z,,,
103876,Elmfield Rudolf Steiner School Limited,Dudley,,,,z,,,
109385,Elmfield School for Deaf Children,"Bristol, City of",,,,c,,,
134908,Elmhurst Ballet School,Birmingham,,,,z,,,
146891,Elms Bank,Bury,0.0,0.0,0.0,33,,,
119046,Elms School,Kent,,,,20,,,
135461,Elmwood School,Walsall,,,,12,,,
139416,Elstree Screen Arts Academy,Hertfordshire,21.7,34.6,12.9,23,21.7,71.7,357.0
101693,Eltham College,Bromley,,,,z,,,
100182,Eltham Hill School,Greenwich,32.2,67.8,35.6,59,22.3,40.9,533.0
131310,Elthorne Park High School,Ealing,36.4,78.3,41.9,55,22.0,40.8,645.0
143404,Ely College,Cambridgeshire,27.3,58.3,31.0,44,15.3,73.6,1213.0
149862,"Elysian, Liss",Hampshire,,,,z,,,
147789,"Elysian, Shamley Green",Surrey,,,,z,,,
