school_urn,school_name,la_name,disadv_good_pass_pct,non_disadv_good_pass_pct,gap_pp,n_disadvantaged,pct_white_british,pct_fsm_perf_tables,headcount
144756,Mulberry UTC,Tower Hamlets,11.5,28.6,17.1,26,48.7,5.1,26.0
143993,Mullion School,Cornwall,18.2,47.1,28.9,22,23.2,92.8,517.0
126154,Muntham House School,West Sussex,,,,z,,,
112991,Murray Park Community School,Derby,16.9,42.6,25.7,77,32.7,66.9,809.0
137887,Music Stuff,Manchester,,,,z,,,
135111,My Choice School Arundel,West Sussex,,,,z,,,
148644,Myles Academy,Birmingham,,,,z,,,
136907,Myton School,Warwickshire,22.5,56.9,34.4,40,18.8,58.5,1019.0
145957,NCEA Castle School,Northumberland,,,,c,,,
135886,NCEA Duke's Secondary School,Northumberland,13.2,27.8,14.6,91,49.6,94.1,983.0
138466,Nailsea School,North Somerset,13.0,61.6,48.6,23,13.1,88.5,1021.0
143167,Nancealverne School,Cornwall,,,,c,,,
148471,Nazene Danielle School of Performing Arts,Liverpool,,,,z,,,
139272,Neale-Wade Academy,Cambridgeshire,14.6,28.7,14.1,82,37.6,83.9,1025.0
137082,Nene Park Academy,Peterborough,29.3,47.2,17.9,58,28.9,55.0,812.0
149368,NeneGate,Peterborough,,,,c,,,
148843,Neptune School,South Gloucestershire,,,,z,,,
148425,Ness Point School,Suffolk,,,,z,,,
138318,Neston High School,Cheshire West and Chester,13.2,43.7,30.5,68,17.1,93.3,1608.0
120361,Nether Hall School,Leicester,,,,3,,,
146493,Nether Stowe School,Staffordshire,16.7,28.1,11.4,42,34.2,82.4,648.0
137915,Nethergate Academy,Nottingham,,,,10,,,
107756,Netherhall Learning Campus High School,Kirklees,32.1,44.1,12.0,81,51.9,56.7,485.0
112382,Netherhall School,Cumberland,21.9,33.3,11.4,64,38.3,95.8,837.0
137902,Netherthorpe School,Derbyshire,18.0,39.8,21.8,50,42.4,89.5,932.0
143907,Netherwood Academy,Barnsley,22.4,49.0,26.6,85,36.1,81.4,1034.0
150798,New Avenue School,Southampton,,,,z,,,
144033,New Barn School,West Berkshire,,,,z,,,
143400,New Barn School,West Sussex,,,,z,,,
138697,New Bridge School,Oldham,0.0,0.0,0.0,56,,,
130418,New City College,Tower Hamlets,,17.1,,0,,,
131945,New College Leicester,Leicester,18.6,36.1,17.5,97,51.3,55.1,565.0
117064,New College Worcester (NMSS),Worcestershire,,,,z,,,
134395,New Direction,Derbyshire,,,,z,,,
137279,New Forest School,Hampshire,,,,z,,,
136112,New Forest Small School Ltd,Hampshire,,,,z,,,
109393,New Fosseway School,"Bristol, City of",,,,5,,,
115387,New Hall School,Essex,,,,z,,,
135827,New Horizons Learning Centre,South Gloucestershire,,,,6,,,
142151,New Horizons School (Part of the Sabden Multi Academy Trust),East Sussex,,,,9,,,
142832,New Level Academy,Ealing,,,,z,,,
135372,New Line Learning Academy,Kent,11.8,22.2,10.4,51,46.6,72.6,595.0
112936,New Mills School,Derbyshire,13.5,37.2,23.7,37,27.8,90.9,618.0
145850,New Park Academy,Salford,0.0,0.0,0.0,32,,,
149864,New Perspectives School,Birmingham,,,,z,,,
135651,New Rickstones Academy,Essex,20.8,41.5,20.7,53,28.7,87.4,1052.0
150811,New Road Academy,Telford and Wrekin,12.8,32.3,19.5,94,45.9,64.9,708.0
102879,New Rush Hall School,Redbridge,,,,18,,,
146013,New Siblands School,South Gloucestershire,,,,8,,,
146332,New Skill Centre,Suffolk,,,,z,,,
145417,New Ways School,Birmingham,,,,z,,,
100763,New Woodlands School,Lewisham,,,,11,,,
130996,Newark Orchard School,Nottinghamshire,,,,12,,,
135199,Newbridge Learning Community,Wigan,0.0,0.0,0.0,15,,,
144875,Newbridge School,Redbridge,,,,7,,,
143174,Newbury Independent School,Birmingham,,,,z,,,
131016,Newbury Manor School,Somerset,,,,z,,,
142277,Newcastle Academy,Staffordshire,28.1,34.7,6.6,32,39.2,85.3,360.0
108538,Newcastle High School for Girls GDST,Newcastle upon Tyne,,,,z,,,
108544,Newcastle School for Boys,Newcastle upon Tyne,,,,z,,,
124487,Newcastle-under-Lyme School,Staffordshire,,,,z,,,
138746,Newent Community School and Sixth Form Centre,Gloucestershire,26.3,36.3,10.0,38,22.5,79.6,846.0
104982,Newfield School,Sefton,,,,17,,,
132051,Newfield School,Blackburn with Darwen,,,,9,,,
140821,Newfield Secondary School,Sheffield,11.3,53.6,42.3,62,35.8,67.6,715.0
147875,Newhouse Academy,Rochdale,23.5,35.1,11.6,85,43.7,74.8,733.0
149398,Newingate School,Kent,,,,z,,,
144307,Newland School for Girls,"Kingston upon Hull, City of",37.3,41.6,4.3,59,43.0,42.9,288.0
140138,Newlands Academy,Southwark,,,,10,,,
142357,Newlands Girls' School,Windsor and Maidenhead,35.0,68.0,33.0,20,12.7,50.0,621.0
101564,Newman Catholic College,Brent,8.0,30.0,22.0,25,35.0,3.5,24.0
151166,Newman School,Rotherham,,,,14,,,
140669,Newmarket Academy,Suffolk,21.2,52.0,30.8,33,20.5,64.5,524.0
136516,Newport Girls' High School Academy,Telford and Wrekin,100.0,96.3,-3.7,7,6.4,52.8,441.0
136533,Newquay Tretherras,Cornwall,38.0,48.7,10.7,50,19.8,86.1,1424.0
147888,Newsome Academy,Kirklees,32.1,54.0,21.9,56,46.0,40.3,323.0
136551,Newstead Wood School,Bromley,100.0,100.0,0.0,12,6.3,15.5,195.0
137124,Newton Abbot College,Devon,23.5,28.7,5.2,34,25.1,90.9,1102.0
148620,NexGen Academy,Liverpool,,,,z,,,
119050,Nexus Foundation Special School,Kent,,,,8,,,
137938,Nicholas Breakspear Catholic School,Hertfordshire,58.6,65.8,7.2,29,12.0,40.5,444.0
139936,Nicholas Chamberlaine School,Warwickshire,6.5,35.4,28.9,77,34.8,73.7,1051.0
149987,Nidderdale High School,North Yorkshire,16.7,35.2,18.5,18,20.8,94.7,374.0
143175,Nightingale Community Academy,Wandsworth,0.0,,,12,,,
136406,"Ninestiles, an Academy",Birmingham,39.2,40.2,1.0,166,56.2,14.2,212.0
138586,Nishkam High School,Birmingham,38.5,63.8,25.3,39,30.7,0.6,4.0
139720,Nishkam School West London,Hounslow,94.7,73.0,-21.7,19,14.0,0.1,2.0
137125,Noadswood School,Hampshire,18.9,51.5,32.6,37,21.9,87.8,916.0
143853,Noel-Baker Academy,Derby,16.3,38.9,22.6,86,42.7,71.4,888.0
136795,Nonsuch High School for Girls,Sutton,100.0,98.7,-1.3,9,6.9,8.7,130.0
147604,Noorul Uloom,Blackburn with Darwen,,,,z,,,
137754,Norbury High School for Girls,Croydon,38.9,48.8,9.9,90,31.5,3.2,37.0
150769,Nore Academy,Kent,,,,z,,,
108628,Norham High School,North Tyneside,16.7,33.3,16.6,30,63.5,82.2,375.0
143385,Norlington School and 6th Form,Waltham Forest,39.2,58.4,19.2,51,28.1,3.1,28.0
103112,Normanhurst School,Waltham Forest,,,,z,,,
134294,Normanton House School,Derby,,,,z,,,
143718,North Brent School,Brent,,,,c,28.9,1.3,4.0
140816,North Bridge Enterprise College,Doncaster,,,,z,,,
141250,North Bridge House Senior Canonbury School,Islington,,,,z,,,
100074,North Bridge House Senior School,Camden,,,,z,,,
149682,North Bromsgrove High School,Worcestershire,21.3,48.6,27.3,47,20.0,89.4,965.0
139401,North Cambridge Academy,Cambridgeshire,20.0,54.5,34.5,70,49.9,46.4,320.0
143104,North Cestrian School,Trafford,38.7,65.8,27.1,31,17.5,53.0,412.0
141248,North Chadderton School,Oldham,21.7,35.5,13.8,69,24.9,69.7,1094.0
136745,North Durham Academy,County Durham,24.2,39.3,15.1,91,50.7,93.5,913.0
139329,North East Centre for Autism - Aycliffe School,County Durham,,,,z,,,
145900,North East Futures UTC,Newcastle upon Tyne,17.6,52.6,35.0,68,50.9,67.5,206.0
130822,North East Surrey College of Technology,Surrey,,,,3,,,
144279,North Gosforth Academy,North Tyneside,33.3,44.1,10.8,33,37.5,90.2,507.0
131975,North Hill House,Somerset,,,,z,,,
136502,North Huddersfield Trust School,Kirklees,17.6,38.0,20.4,119,52.7,13.3,138.0
136871,North Kesteven Academy,Lincolnshire,14.7,26.5,11.8,34,31.4,78.6,480.0
142202,North Leamington School,Warwickshire,32.6,75.5,42.9,43,17.2,72.7,1072.0
131065,North Liverpool Academy,Liverpool,32.4,47.1,14.7,136,49.1,47.7,614.0
102257,North London Collegiate School,Harrow,,,,z,,,
134764,North London Grammar School,Barnet,,,,z,,,
135365,North Oxfordshire Academy,Oxfordshire,27.1,61.1,34.0,48,30.1,60.4,618.0
147829,North Ridge Community School,Doncaster,,,,3,,,
132905,North Ridge High School,Manchester,,,,21,,,
139071,North Road Academy,Stoke-on-Trent,,,,z,,,
136146,North Shore Academy,Stockton-on-Tees,40.3,58.2,17.9,67,55.5,79.5,649.0
140677,North Star 180°,Bath and North East Somerset,,,,5,,,
148322,North Star 240°,"Bristol, City of",,,,12,,,
147505,North Walsham High School,Norfolk,33.3,47.1,13.8,30,30.5,88.9,550.0
142524,North West Hospital School,Stockport,,,,z,,,
135794,North West London Independent Special School,Ealing,,,,z,,,
146969,Northallerton School & Sixth Form College,North Yorkshire,18.8,40.0,21.2,48,29.0,84.9,880.0
134814,Northampton Academy,West Northamptonshire,41.7,61.6,19.9,84,25.3,41.4,711.0
122144,Northampton High School GDST,West Northamptonshire,,,,z,,,
142485,Northampton International Academy,West Northamptonshire,15.0,33.2,18.2,100,25.8,16.9,306.0
149782,Northampton School,West Northamptonshire,,,,0,10.0,68.5,293.0
136299,Northampton School for Boys,West Northamptonshire,50.0,75.1,25.1,32,10.3,59.4,1017.0
140510,Northampton School for Girls,West Northamptonshire,18.8,60.5,41.7,48,16.1,43.8,761.0
118138,Northcott School and Sixth Form College,"Kingston upon Hull, City of",0.0,0.0,0.0,18,,,
114645,Northease Manor School,East Sussex,,,,z,,,
108551,Northern Counties School,Newcastle upon Tyne,,,,z,,,
111731,Northfield School and Sports College,Stockton-on-Tees,21.6,58.9,37.3,74,29.2,95.6,1473.0
118788,Northfleet School for Girls,Kent,25.8,42.0,16.2,66,37.1,57.5,748.0
118928,Northfleet Technology College,Kent,26.5,28.3,1.8,49,35.8,49.5,477.0
141268,Northgate High School,Norfolk,23.1,48.7,25.6,39,27.0,87.7,1041.0
124840,Northgate High School,Suffolk,30.4,60.8,30.4,46,18.1,60.3,1030.0
137354,Northgate School Academy Trust,West Northamptonshire,11.1,0.0,-11.1,18,,,
136510,Northleigh House School,Warwickshire,,,,z,,,
142334,Northstar New School,Barking and Dagenham,,,,z,,,
148128,Northstowe Learning Community,Cambridgeshire,21.4,66.3,44.9,28,20.0,60.6,468.0
102452,Northwood College for Girls GDST,Hillingdon,,,,z,,,
137829,Northwood School,Hillingdon,45.5,81.3,35.8,33,19.2,27.5,284.0
124395,Norton Canes High School,Staffordshire,9.1,22.7,13.6,22,34.5,95.7,420.0
136728,Norton College,North Yorkshire,22.2,41.2,19.0,36,25.0,90.5,626.0
136262,Norton College,Worcestershire,,,,z,,,
146519,Norton College Tewkesbury,Gloucestershire,,,,z,,,
136335,Norton Hill Academy,Bath and North East Somerset,39.6,56.4,16.8,53,17.9,91.0,1607.0
121241,Norwich High School for Girls GDST,Norfolk,,,,z,,,
121242,Norwich School,Norfolk,,,,z,,,
129511,Norwich Steiner School,Norfolk,,,,z,,,
137013,Notley High School and Braintree Sixth Form,Essex,21.6,40.8,19.2,37,17.8,85.4,1072.0
150373,Notre Dame Catholic Academy,Liverpool,8.6,35.7,27.1,93,46.1,73.9,732.0
149369,Notre Dame Catholic Girls' School,Southwark,29.1,36.1,7.0,55,44.7,3.8,17.0
138361,Notre Dame High School,Sheffield,32.6,59.2,26.6,43,15.9,48.5,724.0
137913,"Notre Dame High School, Norwich",Norfolk,46.4,72.7,26.3,28,13.4,48.3,760.0
140737,Notre Dame RC School,Plymouth,15.2,40.4,25.2,33,26.7,75.5,553.0
125375,Notre Dame School,Surrey,,,,z,,,
101954,Notting Hill & Ealing High School GDST,Ealing,,,,z,,,
135881,Nottingham Academy,Nottingham,29.3,41.6,12.3,133,42.1,22.5,478.0
141010,Nottingham Free School,Nottingham,33.3,62.8,29.5,33,25.4,42.1,283.0
137184,Nottingham Girls' Academy,Nottingham,25.8,54.3,28.5,62,39.6,13.5,123.0
122936,Nottingham Girls' High School GDST,Nottingham,,,,z,,,
122915,Nottingham High School,Nottingham,,,,z,,,
140984,Nottingham University Academy of Science and Technology,Nottingham,47.3,56.7,9.4,55,35.6,18.8,172.0
135761,Nottingham University Samworth Academy,Nottingham,21.0,48.8,27.8,81,50.2,46.8,431.0
144286,Notton House Academy,"Bristol, City of",,,,c,,,
140515,Nova Hreod Academy,Swindon,31.7,58.7,27.0,41,25.8,69.1,732.0
138779,Novaturient School,Norfolk,,,,z,,,
137028,Nower Hill High School,Harrow,45.5,72.5,27.0,55,18.9,10.6,215.0
104839,Nugent House School,St. Helens,,,,z,,,
150454,Nuneaton Academy,Warwickshire,31.3,55.3,24.0,48,41.9,85.1,818.0
137051,Nunnery Wood High School,Worcestershire,30.4,53.6,23.2,56,19.4,68.8,1017.0
138845,Nunthorpe Academy,Redcar and Cleveland,20.8,51.7,30.9,53,23.0,88.6,1249.0
147465,Nurture Learning,Worcestershire,,,,z,,,
150750,OMG Education,Tower Hamlets,,,,z,,,
147787,OYY Lubavitch Boys School,Salford,,,,z,,,
139037,Oak Academy,"Bournemouth, Christchurch and Poole",4.7,22.2,17.5,43,44.4,69.1,447.0
140286,Oak Bank School,Central Bedfordshire,0.0,0.0,0.0,11,,,
135573,Oak Field School,Nottingham,,,,7,,,
126161,Oak Grove College,West Sussex,,,,30,,,
105861,Oak Haven School,Rochdale,,,,18,,,
135090,Oak Heights Independent School,Hounslow,,,,z,,,
144784,Oak Hill School,Barnet,,,,9,,,
143406,Oak House School,Redbridge,,,,z,,,
101094,Oak Lodge School,Wandsworth,,,,8,,,
143865,Oak Lodge School,Barnet,,,,19,,,
116637,Oak Lodge School,Hampshire,0.0,7.1,7.1,12,,,
140942,Oak Tree School,Cornwall,,,,z,,,
145987,Oak View School,Essex,,,,5,,,
102449,Oak Wood School,Hillingdon,17.3,42.2,24.9,81,35.9,21.4,276.0
139469,Oak Wood Secondary School,Warwickshire,,,,9,,,
138367,Oakbank,Wokingham,25.8,44.3,18.5,31,31.9,69.7,283.0
152100,Oakbank School,Wokingham,,,,z,,,
118140,Oakfield,"Kingston upon Hull, City of",0.0,0.0,0.0,20,,,
131530,Oakfield High School and College,Wigan,0.0,0.0,0.0,36,,,
133719,Oakfield Park School,Wakefield,,,,12,,,
136454,Oakgrove School,Milton Keynes,51.9,69.5,17.6,52,16.6,37.2,931.0
120322,Oakham School,Rutland,,,,z,,,
119833,Oakhill School,Lancashire,,,,z,,,
137345,Oaklands Catholic School,Hampshire,11.5,52.7,41.2,26,15.4,59.2,809.0
100972,Oaklands School,Tower Hamlets,50.0,59.4,9.4,88,59.4,1.1,10.0
102555,Oaklands School,Hounslow,,,,11,,,
111504,Oaklands School,Cheshire West and Chester,0.0,0.0,0.0,17,,,
132148,Oakley School,Kent,,,,9,,,
149717,Oakley School,Warwickshire,,,,0,27.1,51.2,193.0
140182,Oakmoor School,Hampshire,16.3,40.2,23.9,43,27.0,82.9,731.0
133405,Oaks Park High School,Redbridge,40.0,62.7,22.7,65,22.5,4.3,76.0
147538,Oaks Park High School,Sutton,13.2,50.0,36.8,68,27.8,65.5,889.0
102069,Oaktree School,Enfield,,,,10,,,
138130,Oakwood Academy,Salford,0.0,0.0,0.0,25,,,
128078,Oakwood Community School,Leicestershire,,,,z,,,
140459,Oakwood High School,Rotherham,21.6,42.9,21.3,51,29.0,38.3,407.0
150706,Oakwood House Independent School,Lincolnshire,,,,z,,,
141954,Oakwood Learning Centre,Darlington,,,,z,,,
136727,Oakwood Park Grammar School,Kent,92.3,93.1,0.8,13,7.2,68.8,748.0
125273,Oakwood School,Surrey,16.4,37.7,21.3,55,15.5,76.6,1225.0
140209,Oasis Academy Arena,Croydon,15.4,41.5,26.1,39,52.2,17.1,63.0
135671,Oasis Academy Brightstowe,"Bristol, City of",7.1,42.3,35.2,56,50.6,71.6,529.0
141652,Oasis Academy Brislington,"Bristol, City of",19.7,49.2,29.5,71,28.9,76.1,1039.0
135654,Oasis Academy Coulsdon,Croydon,27.1,63.2,36.1,59,27.5,55.7,520.0
149783,Oasis Academy Daventry Road,"Bristol, City of",,,,0,63.2,75.5,197.0
140394,Oasis Academy Don Valley,Sheffield,18.2,43.2,25.0,77,57.2,1.8,21.0
134311,Oasis Academy Enfield,Enfield,29.0,42.1,13.1,62,57.1,12.3,88.0
135958,Oasis Academy Hadley,Enfield,38.7,50.0,11.3,106,60.6,4.5,68.0
135176,Oasis Academy Immingham,North East Lincolnshire,28.9,35.9,7.0,38,31.8,92.4,538.0
135663,Oasis Academy John Williams,"Bristol, City of",30.4,43.8,13.4,56,40.7,75.8,652.0
145723,Oasis Academy Leesbrook,Oldham,26.8,39.5,12.7,71,47.1,6.9,87.0
139995,Oasis Academy Lister Park,Bradford,16.7,36.5,19.8,84,56.7,1.6,12.0
135628,Oasis Academy Lord's Hill,Southampton,18.1,43.2,25.1,83,48.2,52.4,399.0
135629,Oasis Academy Mayfield,Southampton,18.6,36.6,18.0,59,45.7,78.8,697.0
135661,Oasis Academy MediaCityUK,Salford,20.2,35.6,15.4,119,52.5,38.6,391.0
136027,Oasis Academy Oldham,Oldham,27.2,40.3,13.1,162,54.1,29.2,412.0
135968,Oasis Academy Shirley Park,Croydon,19.5,46.8,27.3,87,50.6,13.3,220.0
146284,Oasis Academy Sholing,Southampton,19.4,50.3,30.9,62,32.8,79.4,819.0
141082,Oasis Academy Silvertown,Newham,27.5,47.8,20.3,40,45.2,11.9,61.0
139659,Oasis Academy South Bank,Lambeth,58.2,61.5,3.3,79,65.6,9.7,69.0
149784,Oasis Academy Temple Quarter,"Bristol, City of",,,,0,45.3,42.8,119.0
135209,Oasis Academy Wintringham,North East Lincolnshire,10.7,45.3,34.6,84,53.7,89.0,763.0
149519,Oastlers School,Bradford,0.0,0.0,0.0,18,,,
126085,Oathall Community College,West Sussex,17.9,66.1,48.2,39,14.2,81.7,1065.0
138803,"Octavia House Schools, London",Lambeth,,,,z,,,
147060,Odyssey House School,Wokingham,,,,z,,,
149566,Odyssey House School - Bloomsbury,Camden,,,,z,,,
106004,Oholei Yosef Yitzchok Lubavitch Schools,Salford,,,,z,,,
145337,Okehampton College,Devon,25.7,43.4,17.7,35,19.7,90.1,1025.0
146144,Old Buckenham High School,Norfolk,8.3,37.9,29.6,24,23.9,86.9,432.0
143429,Old Farm School,Redcar and Cleveland,,,,z,,,
103870,Old Swinford Hospital,Dudley,33.3,73.6,40.3,6,5.7,66.3,628.0
137701,Oldbury Academy,Sandwell,23.8,39.6,15.8,151,50.9,24.5,329.0
142153,Oldbury Wells School,Shropshire,17.9,51.5,33.6,28,21.9,89.0,655.0
