school_urn,school_laestab,school_name,la_code,la_name,disadvantaged_pupils,disadvantaged_good_pass_pct,non_disadvantaged_good_pass_pct,all_pupils_good_pass_pct,gap_pp
143106,8856045,Gloverspiece School,E10000034,Worcestershire,z,,,,
136534,9365404,Glyn School,E10000030,Surrey,22,45.5,68.5,,23.0
139521,8457017,Glyne Gap School,E10000011,East Sussex,4,,,,
126519,8656006,Godolphin School,E06000054,Wiltshire,z,,,,
145297,9195425,Goffs - Churchgate Academy,E10000015,Hertfordshire,38,23.7,36.7,33,13.0
137532,9195415,Goffs Academy,E10000015,Hertfordshire,44,43.2,49.7,49.3,6.5
106525,3594022,Golborne High School,E08000010,Wigan,43,23.3,51.1,45.9,27.8
136552,8224000,Goldington Academy,E06000055,Bedford,45,46.7,70.5,65.5,23.8
119042,8867041,Goldwyn School,E10000016,Kent,31,0,0,,0.0
146624,8864023,Goodwin Academy,E10000016,Kent,81,9.9,24.4,18.6,14.5
145929,8114003,Goole Academy,E06000011,East Riding of Yorkshire,50,32,60.8,53.7,28.8
136856,8024135,Gordano School,E06000024,North Somerset,25,16,53.5,52.2,37.5
139151,9365403,Gordon's School,E10000030,Surrey,11,9.1,82.8,77,73.7
140962,3014003,Goresbrook School,E09000002,Barking and Dagenham,31,45.2,71.1,67.3,25.9
125452,9367003,Gosden House School,E10000030,Surrey,4,,,,
115396,8816010,Gosfield School,E10000012,Essex,z,,,,
138897,9314060,Gosford Hill School,E10000025,Oxfordshire,29,20.7,47.9,42.7,27.2
136352,3914429,Gosforth Academy,E08000021,Newcastle upon Tyne,75,37.3,69.3,63.5,32.0
135599,3336909,Gospel Oak School,E08000028,Sandwell,83,9.6,22.6,17.8,13.0
135335,3316905,Grace Academy Coventry,E08000026,Coventry,70,30,28.4,30.9,-1.6
135956,3356907,Grace Academy Darlaston,E08000030,Walsall,78,21.8,36.2,29.4,14.4
129342,3346905,Grace Academy Solihull,E08000029,Solihull,66,22.7,51.9,39.3,29.2
147178,3904003,Grace College,E08000037,Gateshead,82,19.5,54.7,41.3,35.2
148394,8016040,Grace Garden School,E06000023,"Bristol, City of",z,,,,
152096,9365950,Grafham Grange School,E10000030,Surrey,z,,,,
145383,9367067,Grafham Grange School,E10000030,Surrey,10,0,0,,0.0
146769,8154007,Graham School,E06000065,North Yorkshire,60,11.7,35.9,28.3,24.2
139374,8227005,Grange Academy,E06000055,Bedford,7,0,0,,0.0
119051,8867052,Grange Park School,E10000016,Kent,6,0,27.8,,27.8
145845,3527001,Grange School,E08000003,Manchester,20,,,,
134937,8737025,Granta School,E10000003,Cambridgeshire,5,,,,
141254,9257005,Grantham Additional Needs Fellowship,E10000019,Lincolnshire,14,0,0,0,0.0
144533,8304097,Granville Academy,E10000007,Derbyshire,55,30.9,56.8,50.3,25.9
116588,8506058,Grateley House School,E10000014,Hampshire,z,,,,
137005,2125400,Graveney School,E09000032,Wandsworth,54,50,85.3,78.9,35.3
137099,8865465,Gravesend Grammar School,E10000016,Kent,16,100,91.2,,-8.8
115239,8834733,Grays Convent High School,E06000034,Thurrock,22,54.5,62.6,,8.1
135508,3576905,Great Academy Ashton,E08000008,Tameside,102,19.6,37.5,30.4,17.9
119878,8887040,Great Arley School,E10000017,Lancashire,8,,,,
136904,8814390,Great Baddow High School,E10000012,Essex,43,37.2,59.7,56.9,22.5
126130,9386174,Great Ballard School,E10000032,West Sussex,z,,,,
135753,3546035,Great Howarth School,E08000005,Rochdale,z,,,,
136964,8255409,Great Marlow School,E06000060,Buckinghamshire,37,27,51.5,48.7,24.5
146806,8606049,Great Oaks College,E10000028,Staffordshire,z,,,,
144205,8527036,Great Oaks School,E06000045,Southampton,35,0,0,0,0.0
133539,8866093,Great Oaks Small School,E10000016,Kent,z,,,,
143923,3914005,Great Park Academy,E08000021,Newcastle upon Tyne,0,,,,
139152,8774206,Great Sankey High School,E06000007,Warrington,42,28.6,51.1,48.9,22.5
137228,8784055,Great Torrington School,E10000008,Devon,40,17.5,40.6,35.7,23.1
145883,8664006,Great Western Academy,E06000030,Swindon,20,15,45.2,41.4,30.2
144988,8604015,Great Wyrley Academy,E10000028,Staffordshire,28,17.9,30.9,27.5,13.0
142883,9264025,Great Yarmouth Charter Academy,E10000020,Norfolk,86,27.9,42.3,34.7,14.4
146773,3536006,Greater Manchester Independent School,E08000004,Oldham,z,,,,
142902,8744004,Greater Peterborough UTC,E06000031,Peterborough,27,25.9,23.3,24.6,-2.6
142908,3014006,Greatfields School,E09000002,Barking and Dagenham,64,34.4,46.3,41.2,11.9
135688,3306205,Green Heath School,E08000025,Birmingham,z,,,,
111495,8777001,Green Lane Community Special School,E06000007,Warrington,11,,,,
148654,3837008,Green Meadows Academy,E08000035,Leeds,15,0,0,0,0.0
131164,3306094,Green Oak Academy,E08000025,Birmingham,z,,,,
104415,3367008,Green Park School,E08000031,Wolverhampton,8,,,,
141704,3707009,Greenacre School,E08000016,Barnsley,16,,,,
150870,8874009,Greenacre School,E06000035,Medway,56,8.9,21.6,,12.7
137604,3434109,Greenbank High School,E08000014,Sefton,38,31.6,54.7,,23.1
111503,8967106,Greenbank School,E06000050,Cheshire West and Chester,10,0,0,0,0.0
149962,8404176,Greenfield Academy,E06000047,County Durham,56,14.3,44.6,30.3,30.3
139316,9257029,Greenfields Academy,E10000019,Lincolnshire,9,,,,
114659,8456017,Greenfields School,E10000011,East Sussex,z,,,,
131780,8866084,Greenfields School,E10000016,Kent,z,,,,
141726,9417019,Greenfields Specialist School for Communication,E06000062,West Northamptonshire,6,,,,
101940,3075401,Greenford High School,E09000009,Ealing,95,46.3,56.3,54.9,10.0
135801,3196074,Greenholm School,E09000029,Sutton,z,,,,
136800,3194007,Greenshaw High School,E09000029,Sutton,83,56.6,75.8,70.6,19.2
117690,9197042,Greenside School,E10000015,Hertfordshire,3,,,,
135652,8816906,Greensward Academy,E10000012,Essex,38,39.5,58.4,56.2,18.9
100765,2097180,Greenvale School,E09000023,Lewisham,19,,,,
132066,2036299,Greenwich Waldorf School,E09000011,Greenwich,z,,,,
139048,3304006,Greenwood Academy,E08000025,Birmingham,109,11,31.7,19.5,20.7
133386,3096905,Greig City Academy,E09000014,Haringey,74,24.3,27.8,25,3.5
121222,9266003,Gresham's School,E10000020,Norfolk,z,,,,
136047,8736048,Gretton School,E10000003,Cambridgeshire,z,,,,
138825,3184006,Grey Court School,E09000027,Richmond upon Thames,22,50,81.9,78.2,31.9
146800,9314014,Greyfriars Catholic School,E10000025,Oxfordshire,27,18.5,33.3,26.3,14.8
149897,8714008,Grove Academy,E06000039,Slough,39,25.6,43.3,34.9,17.7
141945,8817002,Grove House School,E10000012,Essex,3,,,,
114688,8457021,Grove Park School,E10000011,East Sussex,6,,,,
149952,8886132,Grow Independent School,E10000017,Lancashire,z,,,,
139193,9365400,Guildford County School,E10000030,Surrey,10,10,67.8,66.3,57.8
125342,9366046,Guildford High School,E10000030,Surrey,z,,,,
137333,2026000,Guildhouse School,E09000007,Camden,z,,,,
136489,9414042,Guilsborough Academy,E06000062,West Northamptonshire,31,25.8,44.2,42.9,18.4
108085,3834108,Guiseley School,E08000035,Leeds,30,20,57.3,51.9,37.3
137928,3135400,"Gumley House RC Convent School, FCJ",E09000018,Hounslow,30,46.7,69.3,,22.6
102545,3135401,Gunnersbury Catholic School,E09000018,Hounslow,23,56.5,84.2,,27.7
136329,3124654,Guru Nanak Sikh Academy,E09000017,Hillingdon,32,37.5,54.8,52,17.3
137385,9296002,Gust Independent School,E06000057,Northumberland,z,,,,
135582,8946906,Haberdashers' Abraham Darby,E06000020,Telford and Wrekin,72,16.7,41.7,30.7,25.0
137446,8945400,Haberdashers' Adams,E06000020,Telford and Wrekin,4,,,,
147073,2104006,Haberdashers' Borough Academy,E09000028,Southwark,82,32.9,51.6,43.2,18.7
117648,9196221,Haberdashers' Boys' School,E10000015,Hertfordshire,z,,,,
135951,3036907,Haberdashers' Crayford Academy,E09000004,Bexley,46,21.7,46.9,39.5,25.2
117649,9196222,Haberdashers' Girls' School,E10000015,Hertfordshire,z,,,,
135073,2096905,Haberdashers' Hatcham College,E09000023,Lewisham,67,34.3,62.8,58.1,28.5
135070,2096906,Haberdashers' Knights Academy,E09000023,Lewisham,80,27.5,40.7,37.9,13.2
136918,9354017,Hadleigh High School,E10000029,Suffolk,29,24.1,44.1,41.7,20.0
144853,8944439,Hadley Learning Community - Secondary Phase,E06000020,Telford and Wrekin,71,14.1,33.9,28.6,19.8
139697,8864009,Hadlow Rural Community School,E10000016,Kent,15,20,33.3,32.3,13.3
138801,3166002,Hafs Academy,E09000025,Newham,z,,,,
149901,2044283,Haggerston School,E09000012,Hackney,96,35.4,58.1,46.6,22.7
141414,8854800,Hagley Catholic High School,E10000034,Worcestershire,29,34.5,55.4,52.5,20.9
142257,9197014,Hailey Hall School,E10000015,Hertfordshire,15,,,,
117607,9196015,Haileybury College,E10000015,Hertfordshire,z,,,,
142051,9194022,Haileybury Turnford,E10000015,Hertfordshire,35,22.9,42.5,36.6,19.6
152097,8454012,Hailsham Academy,E10000011,East Sussex,z,,,,
138472,8454027,Hailsham Community College,E10000011,East Sussex,53,17,29,27,12.0
139415,2136001,Halcyon London International School,E09000033,Westminster,z,,,,
103881,3327005,Halesbury School,E08000027,Dudley,4,,,,
139614,3404611,Halewood Academy,E08000011,Knowsley,95,20,50.8,37.6,30.8
141860,3846003,Hall Cliffe School,E08000036,Wakefield,z,,,,
137842,3714062,Hall Cross Academy,E08000017,Doncaster,83,30.1,51.4,46.3,21.3
137858,3305409,Hall Green School,E08000025,Birmingham,72,25,37.5,32,12.5
137197,3114000,Hall Mead School,E09000016,Havering,34,38.2,53.4,50.2,15.2
140992,8914019,Hall Park Academy,E10000024,Nottinghamshire,52,13.5,44.7,34,31.2
121257,9267006,Hall School,E10000020,Norfolk,c,,,,
101086,3156390,Hall School Wimbledon,E09000024,Merton,z,,,,
125411,9366503,Halliford School,E10000030,Surrey,z,,,,
144336,3307000,Hallmoor School,E08000025,Birmingham,24,,,,
149912,9386020,Hambrook School,E10000032,West Sussex,z,,,,
131687,3306097,Hamd House School,E08000025,Birmingham,z,,,,
114619,8467003,Hamilton Lodge School and College for Deaf Children,E06000043,Brighton and Hove,z,,,,
147675,8707002,Hamilton School,E06000038,Reading,5,,,,
136172,2056906,Hammersmith Academy,E09000013,Hammersmith and Fulham,62,48.4,62.3,56.9,13.9
100052,2024275,Hampstead School,E09000007,Camden,111,37.8,48.4,42.9,10.6
141300,8744082,Hampton College,E06000031,Peterborough,48,25,47.9,42.9,22.9
133443,3186586,Hampton Court House,E09000027,Richmond upon Thames,z,,,,
143641,8744005,Hampton Gardens Secondary School,E06000031,Peterborough,51,25.5,55.4,49.3,29.9
143419,3184003,Hampton High,E09000027,Richmond upon Thames,52,25,43.1,37,18.1
102946,3186071,Hampton School,E09000027,Richmond upon Thames,z,,,,
139746,3304240,Hamstead Hall Academy,E08000025,Birmingham,72,30.6,38.9,35,8.3
141495,3734278,Handsworth Grange Community Sports College,E08000019,Sheffield,68,11.8,34.6,27.5,22.8
141042,8034002,Hanham Woods Academy,E06000025,South Gloucestershire,25,16,43.1,41,27.1
137101,8854500,Hanley Castle High School,E10000034,Worcestershire,26,19.2,52.8,47.9,33.6
136708,8024145,Hans Price Academy,E06000024,North Somerset,60,18.3,53.9,41.6,35.6
149011,3804093,Hanson Academy,E08000032,Bradford,129,23.3,48.6,38.7,25.3
136213,3306910,Harborne Academy,E08000025,Birmingham,66,33.3,56.6,42.6,23.3
147087,8387001,Harbour School Dorset,E06000059,Dorset,12,0,0,,0.0
136296,8655414,Hardenhuish School,E06000054,Wiltshire,37,13.5,46.9,43,33.4
141127,8556033,Hardwick House School,E10000018,Leicestershire,z,,,,
135004,3126906,Harefield School,E09000017,Hillingdon,21,14.3,25,11.4,10.7
121264,9267016,"Harford Manor School, Norwich",E10000020,Norfolk,4,,,,
102451,3125411,Harlington School,E09000017,Hillingdon,98,33.7,45.6,41.6,11.9
137941,8234083,Harlington Upper School,E06000056,Central Bedfordshire,32,21.9,51.8,48.9,29.9
131838,8817070,Harlow Fields School and College,E10000012,Essex,10,,,,
100092,2027137,Harmood School,E09000007,Camden,7,0,,,
143772,3504046,Harper Green School,E08000001,Bolton,91,24.2,44.7,36,20.5
141680,3526010,Harpurhey Alternative Provision School,E08000003,Manchester,z,,,,
140985,2124001,Harris Academy Battersea,E09000032,Wandsworth,96,49,66.1,56.6,17.1
137121,3054000,Harris Academy Beckenham,E09000006,Bromley,47,38.3,65.4,57.8,27.1
131747,2106907,Harris Academy Bermondsey,E09000028,Southwark,79,49.4,64.5,,15.1
150055,3064016,Harris Academy Beulah Hill,E09000008,Croydon,71,31,35.9,32.9,4.9
137549,8834394,Harris Academy Chafford Hundred,E06000034,Thurrock,19,47.4,70.4,68.5,23.0
139703,3164003,Harris Academy Chobham,E09000025,Newham,109,41.3,52.5,47.1,11.2
147543,2084007,Harris Academy Clapham,E09000022,Lambeth,116,28.4,38.8,33.5,10.4
135677,3036906,Harris Academy Falconwood,E09000004,Bexley,30,26.7,54.1,49.7,27.4
138449,2034000,Harris Academy Greenwich,E09000011,Greenwich,61,37.7,63.4,56.8,25.7
131897,3156905,Harris Academy Merton,E09000024,Merton,91,56,61.5,59,5.5
138495,3154000,Harris Academy Morden,E09000024,Merton,82,39,47.1,42.4,8.1
147537,8834003,Harris Academy Ockendon,E06000034,Thurrock,59,37.3,53.4,51.6,16.1
143427,3054003,Harris Academy Orpington,E09000006,Bromley,33,27.3,48.4,36.1,21.1
134225,2106906,Harris Academy Peckham,E09000028,Southwark,79,34.2,36.8,35.3,2.6
135955,3066908,Harris Academy Purley,E09000008,Croydon,84,41.7,58,51.7,16.3
143428,3114007,Harris Academy Rainham,E09000016,Havering,46,28.3,58.3,50.9,30.0
144750,8834002,Harris Academy Riverside,E06000034,Thurrock,45,33.3,49.6,45.8,16.3
135249,3066905,Harris Academy South Norwood,E09000008,Croydon,74,32.4,52.9,44.2,20.5
145126,2134004,Harris Academy St John's Wood,E09000033,Westminster,105,47.6,67.4,56.6,19.8
143706,3194005,Harris Academy Sutton,E09000029,Sutton,30,46.7,74.3,70.4,27.6
140935,3094000,Harris Academy Tottenham,E09000014,Haringey,76,51.3,58.6,56.4,7.3
145860,3154001,Harris Academy Wimbledon,E09000024,Merton,68,63.2,72.8,68.3,9.6
135816,2106913,Harris Boys' Academy East Dulwich,E09000028,Southwark,60,33.3,68.8,,35.5
140371,9374006,Harris Church of England Academy,E10000031,Warwickshire,58,20.7,57.8,48.3,37.1
135311,3066906,Harris City Academy Crystal Palace,E09000008,Croydon,69,43.5,67,56.9,23.5
145140,3034003,Harris Garrard Academy,E09000004,Bexley,79,35.4,52.7,46.2,17.3
137379,3054002,Harris Girls Academy Bromley,E09000006,Bromley,43,46.5,75.4,,28.9
132711,2106908,Harris Girls' Academy East Dulwich,E09000028,Southwark,70,48.6,62.2,,13.6
140952,3064002,Harris Invictus Academy Croydon,E09000008,Croydon,83,42.2,51.4,47.3,9.2
134226,3046905,Harris Lowe Academy Willesden,E09000005,Brent,90,41.1,38.6,39.3,-2.5
149431,3164017,Harris Science Academy East London,E09000025,Newham,39,51.3,71.1,61.1,19.8
136497,8154200,Harrogate Grammar School,E06000065,North Yorkshire,24,41.7,69.8,67.6,28.1
138190,8154219,Harrogate High School,E06000065,North Yorkshire,41,17.1,36.9,30.3,19.8
121741,8156012,Harrogate Ladies' College,E06000065,North Yorkshire,z,,,,
137177,3104033,Harrow High School,E09000015,Harrow,43,30.2,53.2,46,23.0
102245,3106000,Harrow School,E09000015,Harrow,z,,,,
116431,8504163,Harrow Way Community School,E10000014,Hampshire,46,13,44.7,37.5,31.7
147841,3947003,Harry Watts Academy,E08000024,Sunderland,6,,,,
106143,3564601,Harrytown Catholic High School,E08000007,Stockport,43,18.6,41,36.9,22.4
138148,8964001,Hartford Church of England High School,E06000050,Cheshire West and Chester,35,17.1,64.6,56,47.5
136271,9354036,Hartismere School,E10000029,Suffolk,24,25,63.4,57.3,38.4
115809,9166072,Hartmore School,E10000013,Gloucestershire,z,,,,
144204,3934004,Harton Academy,E08000023,South Tyneside,82,22,45.2,39,23.2
136571,8864172,Hartsdown Academy,E10000016,Kent,88,13.6,30.6,19.7,17.0
150453,9374016,Hartshill Academy,E10000031,Warwickshire,61,23,50,40.6,27.0
146733,8086005,Hartwell School,E06000004,Stockton-on-Tees,z,,,,
145061,8814024,Harwich and Dovercourt High School,E10000012,Essex,79,12.7,36.8,29,24.1
139807,3906001,Haskel School,E08000037,Gateshead,z,,,,
119767,8884402,Haslingden High School and Sixth Form,E10000017,Lancashire,54,20.4,47.4,43.1,27.0
137539,3025409,Hasmonean High School for Boys,E09000003,Barnet,13,46.2,77.6,,31.4
147238,3024014,Hasmonean High School for Girls,E09000003,Barnet,8,75,84.5,,9.5
140103,8554026,Hastings High School,E10000018,Leicestershire,22,27.3,56.5,53.8,29.2
137204,3104020,Hatch End High School,E09000015,Harrow,65,26.2,45.3,39.1,19.1
138089,8414285,Haughton Academy,E06000005,Darlington,70,18.6,44.9,34.6,26.3
136156,8506905,Havant Academy,E10000014,Hampshire,62,17.7,20.4,19.6,2.7
135294,8126907,Havelock Academy,E06000012,North East Lincolnshire,71,23.9,43.4,33.3,19.5
138754,9254072,Haven High Academy,E10000019,Lincolnshire,89,7.9,14.7,12.7,6.8
149146,8866174,Haven Nook,E10000016,Kent,z,,,,
100049,2024104,Haverstock School,E09000007,Camden,117,31.6,58.6,35.7,27.0
138110,3594035,Hawkley Hall High School,E08000010,Wigan,56,25,40.9,36.9,15.9
151771,8677000,Hawthorn Academy,E06000036,Bracknell Forest,z,,,,
136898,8854010,Haybridge High School and Sixth Form,E10000034,Worcestershire,17,29.4,75,71,45.6
122328,9294130,Haydon Bridge High School,E06000057,Northumberland,29,10.3,15.9,,5.6
136519,3125401,Haydon School,E09000017,Hillingdon,59,22,51.1,44.5,29.1
136644,3055407,Hayes School,E09000006,Bromley,24,25,65.4,61.7,40.4
136966,8004107,Hayesfield Girls School,E06000022,Bath and North East Somerset,28,10.7,67,,56.3
136917,9334309,Haygrove School,E06000066,Somerset,40,42.5,49.5,49.5,7.0
145211,9084171,Hayle Academy,E06000052,Cornwall,25,20,37.1,31.5,17.1
138549,8614173,Haywood Academy,E06000021,Stoke-on-Trent,86,7,24.2,15.9,17.2
145254,8457032,Hazel Court School,E10000011,East Sussex,6,,,,
137923,3564036,Hazel Grove High School,E08000007,Stockport,51,19.6,54.1,48,34.5
104130,3347001,Hazel Oak School,E08000029,Solihull,13,,,,
146970,3514001,Hazel Wood High School,E08000002,Bury,66,12.1,37.5,26.1,25.4
139977,3807034,Hazelbeck Special School,E08000032,Bradford,7,,,,
137263,9384029,Hazelwick School,E10000032,West Sussex,62,22.6,51.5,46.6,28.9
136123,3306170,Hazrat Khadijatul Kubra Girls School,E08000025,Birmingham,z,,,,
123290,9316064,Headington Rye Oxford,E10000025,Oxfordshire,z,,,,
118085,8114064,Headlands School,E06000011,East Riding of Yorkshire,61,21.3,43.4,36.5,22.1
134148,8456051,Headstart,E10000011,East Sussex,z,,,,
150845,3546044,Healey Learning Centre,E08000005,Rochdale,z,,,,
136277,8124084,Healing Academy,E06000012,North East Lincolnshire,21,33.3,65.6,61.3,32.3
137606,8305408,Heanor Gate Spencer Academy,E10000007,Derbyshire,73,38.4,56.6,49.8,18.2
136909,3344030,Heart of England School,E08000029,Solihull,39,10.3,54.6,47.3,44.3
134190,9167025,Heart of the Forest Community Special School,E10000013,Gloucestershire,4,,,,
139616,3094705,Heartlands High School,E09000014,Haringey,101,40.6,48.5,47.3,7.9
135687,3106204,Heartwood House,E09000015,Harrow,z,,,,
119009,8866060,Heath Farm School,E10000016,Kent,z,,,,
138327,8554011,Heath Lane Academy,E10000018,Leicestershire,44,13.6,44.1,34.4,30.5
137730,3364134,Heath Park,E08000031,Wolverhampton,98,25.5,50,38.6,24.5
103097,3204063,Heathcote School & Science College,E09000031,Waltham Forest,56,21.4,56.6,46.5,35.2
149595,8786089,Heather Bridge School,E10000008,Devon,z,,,,
146981,8606050,Heather Field School,E10000028,Staffordshire,z,,,,
149727,8686031,Heathermount School,E06000040,Windsor and Maidenhead,z,,,,
147515,3717012,Heatherwood School,E08000017,Doncaster,3,,,,
114587,8454028,Heathfield Community College,E10000011,East Sussex,41,43.9,56,54.4,12.1
117020,8856014,Heathfield Knoll School,E10000034,Worcestershire,z,,,,
110117,8676000,Heathfield School,E06000036,Bracknell Forest,z,,,,
117685,9197032,Heathlands School,E10000015,Hertfordshire,8,0,0,0,0.0
142314,9365409,Heathside School,E10000030,Surrey,7,42.9,78.3,77.1,35.4
143669,9364004,Heathside Walton-on-Thames,E10000030,Surrey,0,,,,
106173,3567509,Heaton School,E08000007,Stockport,6,,,,
108731,3934026,Hebburn Comprehensive School,E08000023,South Tyneside,92,29.3,56.7,45,27.4
111505,8967109,Hebden Green Community School,E06000050,Cheshire West and Chester,3,,,,
145932,9256009,Heckington House School,E10000019,Lincolnshire,z,,,,
136283,3825401,Heckmondwike Grammar School,E08000034,Kirklees,17,94.1,100,99.5,5.9
139153,8814026,Hedingham School and Sixth Form,E10000012,Essex,35,2.9,32.5,28.1,29.6
124508,8607023,Hednesford Valley High School,E10000028,Staffordshire,18,0,0,,0.0
136557,8794179,Hele's School,E06000026,Plymouth,43,27.9,60.3,55.9,32.4
118993,8866046,Helen Allison School,E10000016,Kent,z,,,,
137975,8815457,Helena Romanes School,E10000012,Essex,24,33.3,51.6,50.5,18.3
138039,9264005,Hellesdon High School,E10000020,Norfolk,61,24.6,34.1,32.9,9.5
111440,8964221,Helsby High School,E06000050,Cheshire West and Chester,51,17.6,62.4,54.1,44.8
143981,9084146,Helston Community College,E06000052,Cornwall,43,30.2,51.5,48.3,21.3
110948,8747020,Heltwate School,E06000031,Peterborough,14,,,,
137645,3025400,Hendon School,E09000003,Barnet,89,41.6,47.9,46.2,6.3
145480,9164017,Henley Bank High School,E10000013,Gloucestershire,51,29.4,60.6,51.8,31.2
136991,9374108,Henley In Arden School,E10000031,Warwickshire,28,42.9,67,63.9,24.1
138027,8234503,Henlow Church of England Academy,E06000056,Central Bedfordshire,18,0,45.6,39.2,45.6
116438,8504174,Henry Beaufort School,E10000014,Hampshire,40,35,59.4,55.8,24.4
148245,8556054,Henry David Learning Woodfield School,E10000018,Leicestershire,z,,,,
131559,8507000,Henry Tyndale School,E10000014,Hampshire,0,,,,
117036,8846004,Hereford Cathedral School,E06000019,"Herefordshire, County of",z,,,,
147038,3306052,Heritage Academy,E08000025,Birmingham,z,,,,
144391,8304007,Heritage High School,E10000007,Derbyshire,67,20.9,46.5,36.9,25.6
110582,8257018,Heritage House School,E06000060,Buckinghamshire,c,,,,
126705,3737040,Heritage Park School,E08000019,Sheffield,10,,,,
135404,8736045,Heritage School,E10000003,Cambridgeshire,z,,,,
147531,8404010,Hermitage Academy,E06000047,County Durham,46,32.6,47.7,43.3,15.1
136465,8865448,Herne Bay High School,E10000016,Kent,82,14.6,25.5,22.3,10.9
149331,2087002,Heron Academy,E09000022,Lambeth,8,,,,
139599,3084000,Heron Hall Academy,E09000010,Enfield,86,27.9,33.3,31.3,5.4
137726,8715407,Herschel Grammar School,E06000039,Slough,12,100,98.6,98.7,-1.4
138747,9194001,Hertswood Academy,E10000015,Hertfordshire,70,11.4,34.6,25.8,23.2
137306,8114053,Hessle High School and Penshurst Primary School,E06000011,East Riding of Yorkshire,69,37.7,39.5,40.2,1.8
135247,8136005,Hestia School,E06000013,North Lincolnshire,z,,,,
138924,3134026,Heston Community School,E09000018,Hounslow,66,50,54.1,53.3,4.1
140188,9264009,Hethersett Academy,E10000020,Norfolk,35,45.7,76.1,71.9,30.4
149235,3944059,Hetton Academy,E08000024,Sunderland,49,40.8,68.7,57.5,27.9
137078,3125407,Hewens College,E09000017,Hillingdon,33,12.1,19.4,12.9,7.3
142059,9264022,Hewett Academy,E10000020,Norfolk,26,30.8,55.3,40.3,24.5
145490,3904002,Heworth Grange School,E08000037,Gateshead,110,14.5,37,26.4,22.5
146121,9297018,Hexham Priory School,E06000057,Northumberland,5,,,,
148353,9314018,Heyford Park School,E10000025,Oxfordshire,11,9.1,41.7,33.3,32.6
151630,3547000,Heywood Academy,E08000005,Rochdale,z,,,,
144717,8846016,Hidelow Grange School,E06000019,"Herefordshire, County of",z,,,,
110181,8727006,High Close School,E06000041,Wokingham,z,,,,
136954,8306003,High Grange School,E10000007,Derbyshire,z,,,,
143533,3807004,High Park School,E08000032,Bradford,5,,,,
141502,8956001,High Peak School,E06000049,Cheshire East,z,,,,
148400,3337000,High Point Academy,E08000028,Sandwell,5,,,,
145455,3734257,High Storrs School,E08000019,Sheffield,24,41.7,78,76.3,36.3
111748,8054133,High Tunstall College of Science,E06000001,Hartlepool,85,28.2,57.1,48.5,28.9
131526,3847056,High Well School,E08000036,Wakefield,10,,,,
151700,9374018,Higham Lane North Academy,E10000031,Warwickshire,z,,,,
137767,9374153,Higham Lane School,E10000031,Warwickshire,50,26,70.8,62.4,44.8
137558,3205400,Highams Park School,E09000031,Waltham Forest,62,22.6,52.9,46.8,30.3
100455,2064307,Highbury Fields School,E09000019,Islington,72,50,75.8,,25.8
103576,3306060,Highclare School,E08000025,Birmingham,z,,,,
136763,8395406,Highcliffe School,E06000058,"Bournemouth, Christchurch and Poole",26,19.2,48.7,45.4,29.5
136748,8406012,Highcroft School,E06000047,County Durham,z,,,,
136307,8704020,Highdown School and Sixth Form Centre,E06000038,Reading,23,17.4,61.3,58.6,43.9
143111,8737007,Highfield Ely Academy,E10000003,Cambridgeshire,7,,,,
142469,8904003,Highfield Leadership Academy,E06000009,Blackpool,56,10.7,29.4,22.1,18.7
140882,8737004,Highfield Littleport Academy,E10000003,Cambridgeshire,8,,,,
108311,3847002,Highfield School,E08000036,Wakefield,12,,,,
142317,3364113,Highfields School,E08000031,Wolverhampton,83,49.4,63.2,60.2,13.8
148299,8304174,Highfields School,E10000007,Derbyshire,53,15.1,53,44.2,37.9
150609,8907020,Highfurlong School,E06000009,Blackpool,c,,,,
142763,8786065,Highgate Hill House School,E10000008,Devon,z,,,,
102163,3096001,Highgate School,E09000014,Haringey,z,,,,
102154,3094030,Highgate Wood Secondary School,E09000014,Haringey,58,27.6,72.1,65,44.5
132256,3084043,Highlands School,E09000010,Enfield,38,42.1,69,65.9,26.9
100872,2107007,Highshore School,E09000028,Southwark,13,,,,
136305,8864080,Highsted Grammar School,E10000016,Kent,15,86.7,81.9,,-4.8
136379,8864092,Highworth Grammar School,E10000016,Kent,9,88.9,95.6,,6.7
150277,8664008,Highworth Warneford School,E06000030,Swindon,24,33.3,53.5,51.9,20.2
138355,3444060,Hilbre High School,E08000015,Wirral,54,18.5,26.8,23.7,8.3
106812,3716000,Hill House School,E08000017,Doncaster,z,,,,
116565,8506031,Hill House School,E10000014,Hampshire,z,,,,
114687,8467018,Hill Park School,E06000043,Brighton and Hove,17,0,5.3,,5.3
130942,3907008,Hill Top School,E08000037,Gateshead,12,,,,
137346,3304012,Hillcrest School and Sixth Form Centre,E08000025,Birmingham,69,36.2,61.2,,25.0
131940,3126063,Hillingdon Manor School,E09000017,Hillingdon,z,,,,
141693,3434002,Hillside High School,E08000014,Sefton,66,21.2,48.4,36.1,27.2
124903,9357002,Hillside Special School,E10000029,Suffolk,c,,,,
131479,8887109,Hillside Specialist School and College,E10000017,Lancashire,c,,,,
142795,3727011,Hilltop School,E08000018,Rotherham,7,,,,
137104,8865450,Hillview School for Girls,E10000016,Kent,37,27,56.4,,29.4
137475,8734503,Hinchingbrooke School,E10000003,Cambridgeshire,60,25,58.2,51,33.2
